AOB,CWL,ACWR
0,0,Inf
25.2084240896627,38.9695914061423,7.05583684001802
4.78549833860046,74.6488277767489,4.29472998508256
0,0,Inf
0,0,Inf
1.85394795922941,41.9183455039467,3.88390681047524
2.45981124372525,64.9116311650042,2.00258429294108
0,68.6982553064847,0.228903820000808
9.88229689515382,56.0425262315948,3.19965554101016
2.89400971741984,57.2541666696766,2.22102046135401
0,54.5416196882713,3.40892819372597
0,44.3138758629332,6.15789253955663
27.420268102452,65.5440786660032,2.84610658143066
1.8330436170157,88.2762451749559,1.66591533074285
40.3362738645924,95.2636403967115,1.93818924425741
11.1859700215984,115.878310299729,0.160857600442417
16.4740837498782,116.943158430663,0.813170456079992
88.2891897789492,128.174678105894,6.1645453812651
131.316816651532,228.438882410734,0.688224778947732
155.552319756955,232.138951367685,1.08051274428812
3.24400289625311,162.371672138158,2.57219575665566
4.61133311633316,92.7660145635771,0.867373111935296
4.35092059500695,103.60193079465,2.87941616320801
51.9965608389414,145.596524148174,1.02947124648385
7.97510257812575,159.580934770973,1.45015845492053
0,175.939706072513,0.663964119864432
0,104.728575362978,0.715434122144667
7.49306909239567,115.43234627416,1.54583213210863
0,51.8128584761153,1.77286082277028
4.07981776464437,48.2470491641729,1.5352531078737
0,0,Inf
NaN,NaN,NaN
0,NaN,NaN
6.62720721839106,NaN,NaN
0,NaN,NaN
0,NaN,NaN
0,NaN,NaN
0,NaN,NaN
0,NaN,NaN
NaN,NaN,NaN
0,NaN,NaN
0,NaN,NaN
NaN,NaN,NaN
0,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0,NaN,NaN
51.9743706763488,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0,NaN,NaN
1.6613822290597,NaN,NaN
0,NaN,NaN
NaN,NaN,NaN
0,NaN,NaN
NaN,NaN,NaN
5.94817245561977,NaN,NaN
NaN,NaN,NaN
0,NaN,NaN
NaN,NaN,NaN
0,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0,NaN,NaN
0,0,Inf
0,0,Inf
25.1996937307509,46.8715749584901,7.61113546264693
0,0,Inf
16.6228623048371,26.4913359682625,NaN
NaN,NaN,NaN
0,0,Inf
NaN,NaN,NaN
NaN,NaN,NaN
0,NaN,NaN
NaN,NaN,NaN
0,NaN,NaN
0,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0,0,Inf
0,NaN,NaN
NaN,NaN,NaN
0,NaN,NaN
NaN,NaN,NaN
0,0,Inf
0,35.5504526571434,5.25920007133035
0,0,Inf
0,0,Inf
29.4149509191135,42.9286092627712,6.35617636330291
0,0,Inf
1.76065108790518,27.4298354403312,8.80015583623474
0,61.6621462045145,3.19729883091694
20.1066804891372,89.8267616290179,1.75782457738023
0,82.0816417328047,2.90660670071932
24.5154555381938,116.164363142321,1.50513671233926
12.7578256160341,103.407451248541,2.50894251294334
29.442874636006,138.648240530904,1.56142756256003
0,113.383976163885,2.13549499100564
2.41520952542792,126.498707744665,1.46757868952676
19.2044116414759,91.942347669393,2.94783462863922
2.42474789737826,127.917551191785,2.14174942798759
23.9828704700474,132.119219911631,2.11984329990688
31.9639833940962,142.52744483095,1.96953073674955
24.8311563064331,182.035249120121,1.43932130126026
26.1763708713956,215.917542739032,1.04059250190078
NaN,NaN,NaN
NaN,NaN,NaN
27.3395806663341,NaN,NaN
0,34.3498365489423,5.2347268706988
17.4761277032105,25.68743034098,10.8654872182497
22.5554928073163,63.0631901033211,4.32816988760931
28.6413622267732,98.8335769053868,3.11058459012201
12.7927562215586,138.660553917067,0.596475523074599
1.39477922320607,148.648392517915,2.1646723622695
21.5687206941575,202.34402170472,1.52557951001729
28.0861188688167,205.985858055673,1.44283786248482
26.7376808861901,168.833933709118,2.20265983011761
3.48840878125469,208.152672659073,1.10366835711717
16.3361448252525,194.70450433419,1.74525579785793
41.775852810682,207.300488804856,1.14930051623469
19.6073814815164,194.350707832768,1.82507053639504
0,122.149156476154,0.693927277844705
0.731558364378236,88.0476723920797,1.29189753854198
1.01030919668632,28.2542349311178,3.591302229642
0,42.6055474608701,2.94736230653209
0,0,Inf
0,0,Inf
0,0,Inf
0,0,Inf
114.951762206916,16.4236282245418,9.61627159528514
0,19.5276425015927,2.73726713314476
0,0,Inf
0,6.43208622978989,14.6578560010607
0.879286875537073,13.4686562489522,6.82741105545311
0,0,Inf
0,1.65358460301934,67.2588594501779
0,6.7701351013226,8.01297978171408
0.624357246922392,14.5199859136613,6.76694734364872
0.908625081938365,21.6972255068165,2.46859066568046
3.27023886150152,29.2190745461526,2.75590614067454
0.677831800145643,40.2554728468766,1.81167461661038
0,0,Inf
5.5877521002318,9.87952769289301,8.86775968427596
0,0,Inf
0,14.8957023681446,3.53287511710211
20.1819260589822,22.4135104035984,3.79683113989205
1.39224766334471,30.8705465859913,2.78557315954721
0,42.9562492041548,2.59976371321724
0,28.0394308948604,1.03668077900085
3.44252229327644,20.1062909999576,5.9149076543522
0,16.4977617490007,8.99094828598952
73.6215898550098,21.1900746742631,10.5453146832846
47.5784365409597,42.5949912096052,4.02465551753357
22.7168310279956,71.9963470100157,1.5218292199528
0,4.35162819508222,21.0819634164265
49.6652608130392,17.4574662537413,9.17532894372391
0,47.0701365161585,1.52736207787502
0,10.270448787883,4.62737231442778
37.5890635183009,17.059761698997,5.76693668073438
0,0,Inf
0,0,Inf
43.7033182337944,6.78088203970495,15.8143189866135
1.56704668309566,15.8568410900904,3.28619286866997
0,0,Inf
0,15.1113194817669,3.11039586499676
0,0,Inf
18.5180555009529,12.9454576887512,15.4070444852451
196.381072549857,38.7930558303933,8.34282113220069
23.7461997599053,56.9734063181919,1.12909967834796
0,0,Inf
50.5142119857112,7.28012529631606,14.7097014793806
0,0,Inf
0,0,Inf
0,0,Inf
0,0,Inf
0,0,Inf
0,0,Inf
0,12.3391132932747,7.59351291918637
0,9.54319552121101,10.2486807374801
0,23.5153618229598,5.95489753787133
0,20.004510031671,3.51068560956717
0,0,Inf
0,0,Inf
0,0,Inf
25.2697258296404,33.415717298401,14.7185883474136
112.566888743907,100.067497501126,6.41614053037933
35.2001309559341,175.70753146494,0.781204609103948
125.534136816873,190.288017533333,0.685456591996658
11.3945030668545,190.98802313038,1.82371172248659
0,0,Inf
0,0,Inf
0,0,Inf
45.8049787084234,9.04345935626407,6.63214837419527
13.3275707526582,11.0681144360247,2.74072639906157
30.0766702926896,13.4977005317374,17.7029710484623
18.8361775511399,43.3366621662334,4.56293549626823
14.7338500624668,68.8946931000835,0.625287946584425
5.61535971057878,72.9440032596047,0.310134642597768
22.5326331921299,75.3735893553174,2.60348131423017
4.07077146057559,110.17633036036,0.234188861003816
40.8999462995785,113.280801482659,0.536203533928303
44.9949529232345,84.1167248747503,0.81572278231165
45.0552767414722,87.4911500076847,0.7957501039033
49.7359014426861,71.111555435416,1.04486135840369
11.7632077925071,74.6209575736678,0.689436976268039
51.1619923712036,80.2899917969975,0.943178665784813
5.54273417654647,52.5060550684585,2.79678479361593
139.879564381302,81.1007851702384,2.02766692090437
161.818858266833,84.6101873084901,2.19169629682129
38.78956020438,14.7124935795938,4.30622958843741
0,9.17843636158144,4.32352941176471
39.606152678472,14.8474705849112,4.32208080691194
5.29190831716876,5.66903422332971,22.9484761634338
13.8646643299792,29.1671810790314,9.52530294524724
0,0,Inf
0,0,Inf
0,0,Inf
14.2942787712784,22.839581364355,9.52051165770284
0,0,Inf
16.0819956800228,24.4026875568055,3.56708764850278
86.394134737611,34.5404775131099,6.88097202040394
20.8526080977106,56.151609599037,2.94569807690115
15.011996394213,76.8020496437623,1.20958879661743
91.0448360902816,87.9287499883533,2.0345102498538
176.992323643844,100.47833670519,3.129253369321
33.7696022654383,133.299651054668,0.614039418263532
81.0137117131358,140.168456472225,0.880843367517934
121.743394535112,146.233134115889,1.13612431136775
163.801046769251,152.57536615324,1.36356564283813
204.880836771248,158.896149076204,1.55207477556387
1.96178742789147,144.208261623503,1.05681795934074
151.852519712934,142.023416467952,2.84166969216919
2.78550117494149,145.939996219291,1.75020884577583
253.408145994618,130.954310086821,3.7241416423274
281.041870468094,79.8921488855964,4.37454773075888
109.39457957988,67.2038483839329,2.14893831937905
0,103.778107777666,2.53644745087053
0,89.2959289046122,1.15458004933651
46.6128730525352,104.024400047503,2.80522874115795
34.0296482028819,91.9217570718813,3.5125587864086
0,133.186175252177,3.03469775765026
36.8183537453174,153.322185317744,0.539942844009802
0,0,Inf
0,6.32918501507439,33.9473051432465
0,30.694110716399,2.69984298899374
0,11.8384685172953,3.23760486900163
30.2046075386274,17.3139375620265,2.93051111870818
0,2.93343985650148,26.7505242109814
75.1147529357228,14.1435904140444,7.51996547854706
10.1218467972066,15.6736589462002,6.52422891477058
10.1574337956954,28.8360435318924,4.63610941398863
0,46.4831319725633,2.17661402923604
0,60.936822997465,3.22530233884324
184.090584651613,73.3402608706077,2.99168100490615
22.1577926666659,78.3859866834428,1.81139057744933
